index,in,class,name,val_2018_1,val_2018_2,val_2018_3,val_2018_4,val_2019_1,val_2019_2,val_2019_3,val_2019_4
280,경상남도의회,의원,강근식,623213,535537,5000,186000,712809,285222,12680,213189
281,경상남도의회,의원,강민국,326519,508128,32830,15350,324481,466979,56070,0
282,경상남도의회,의원,강철우,497106,193857,8095,218663,432233,244163,7000,154845
283,경상남도의회,의원,김경수,374541,151796,37810,350616,374541,168318,37130,321075
284,경상남도의회,의원,김경영,183000,95847,2010,116562,183000,89884,1640,98687
285,경상남도의회,의원,김석규,345731,24382,3960,124813,345731,26736,37380,385909
286,경상남도의회,의원,김성갑,533563,233119,17170,329782,533563,226924,17238,296757
287,경상남도의회,의원,김영진,293601,118995,15040,82466,293601,153504,15040,80666
288,경상남도의회,의원,김윤철,58789,59347,0,18134,58789,122053,790,115227
289,경상남도의회,의원,김일수,222939,277592,3725,472124,203111,97689,998,325088
290,경상남도의회,의원,김진기,85000,102431,13580,142529,86000,117879,55740,176370
291,경상남도의회,의원,김진부,183810,144859,4210,60000,199066,127719,45000,100000
292,경상남도의회,의원,김진옥,422368,124550,53080,233353,412368,151920,53080,229988
293,경상남도의회,의원,김하용,293094,77444,32658,382073,266311,85022,25828,363221
294,경상남도의회,의원,김현철,253528,389493,55844,68477,285005,378056,55410,96954
295,경상남도의회,의원,김호대,678171,1004306,70320,50000,678171,1089294,74990,50000
296,경상남도의회,의원,남택욱,266120,193425,11350,201140,158940,231644,9570,216220
297,경상남도의회,의원,류경완,409768,130118,12120,611852,433144,147856,16010,774294
298,경상남도의회,의원,박문철,180000,67606,4200,120888,180000,69606,4200,134829
299,경상남도의회,의원,박삼동,505364,125530,1160,79256,515210,124921,1160,79904
300,경상남도의회,의원,박옥순,969669,720843,43850,984325,1040903,731541,70300,961758
301,경상남도의회,의원,박우범,219890,220826,25981,133761,200192,273337,21740,139307
302,경상남도의회,의원,박정열,417482,204028,609220,724351,469387,186804,291530,635371
303,경상남도의회,의원,박준호,478767,181931,23980,216445,538279,151486,83060,270117
304,경상남도의회,의원,빈지태,256575,201534,4427,140664,256575,205929,20087,172856
305,경상남도의회,의원,성낙인,673634,746846,69590,56901,727102,773464,56080,95031
306,경상남도의회,의원,성동은,170683,34375,8520,20000,166499,51014,6280,5606
307,경상남도의회,의원,성연석,89212,600457,13000,2120,96212,652925,16750,2120
308,경상남도의회,의원,손덕상,1163867,206995,544590,1524207,1097810,238497,444590,1437866
309,경상남도의회,의원,손호현,314000,541445,37845,8666,283000,617975,65585,0
310,경상남도의회,의원,송순호,255978,245230,10319,125172,263713,242273,9036,115450
311,경상남도의회,의원,송오성,372782,61988,4120,131600,369782,58310,3950,150049
312,경상남도의회,의원,신상훈,862698,489940,1000,165650,952608,532100,1000,177780
313,경상남도의회,의원,신영욱,381839,586335,10087,249253,373839,563934,10087,236880
314,경상남도의회,의원,신용곤,165417,70683,108290,0,165417,75953,89880,0
315,경상남도의회,의원,심상동,770904,308693,2160,369277,770904,300335,2160,280080
316,경상남도의회,의원,예상원,1064797,238664,61498,834457,1193642,268106,45170,1101561
317,경상남도의회,의원,옥은숙,842825,258013,0,776475,1021825,261231,59010,825548
318,경상남도의회,의원,원성일,652692,449952,31210,0,632837,381720,31210,0
319,경상남도의회,의원,윤성미,3827309,1987542,239400,821000,3827309,2146225,267750,821000
320,경상남도의회,의원,이병희,463130,140113,35533,213274,461203,157230,48105,199255
321,경상남도의회,의원,이상열,1332686,1255900,16430,110950,990686,1286740,72190,50000
322,경상남도의회,의원,이상인,279298,219115,35953,98866,279299,251160,33099,97421
323,경상남도의회,의원,이영실,167623,253889,11680,10000,167623,272860,11680,6546
324,경상남도의회,의원,이옥선,279000,96263,10886,8500,240000,86930,10886,8500
325,경상남도의회,의원,이옥철,100000,113829,44330,134635,100000,122956,44330,143634
326,경상남도의회,의원,이정훈,232608,425329,41330,165192,232608,479185,32690,96359
327,경상남도의회,의원,이종호,2380931,3291593,153677,1185804,2402531,3273110,154173,1193446
328,경상남도의회,의원,임재구,1370496,516879,10030,622506,1616431,511975,19700,1311087
329,경상남도의회,의원,장규석,4018711,454643,88319,1052333,3975833,574136,71219,1024396
330,경상남도의회,의원,장종하,144095,51362,22590,204067,144095,48770,37230,225370
331,경상남도의회,의원,정동영,221692,43981,6550,224492,227601,37961,6550,224449
332,경상남도의회,의원,조영제,439450,343555,24730,210000,589450,298470,23730,344313
333,경상남도의회,의원,표병호,648670,324297,4450,240000,648670,411341,4000,240000
334,경상남도의회,의원,한옥문,929757,510026,0,662666,1396741,620053,0,1012261
335,경상남도의회,의원,황보길,1540372,1541038,706113,1530196,1972054,1467814,821113,1688680
336,경상남도의회,의원,황재은,383485,111411,10574,55113,548854,95335,1823,218395
337,경상남도의회,의장,김지수,1378724,317758,49300,1568258,1700420,348137,38800,1816935
338,경상남도진주시,시장,조규일,2450124,174272,25500,1387313,2450124,278814,25500,1362470
339,경상남도창녕군,군수,한정우,963021,104974,11763,778352,963021,85368,11763,773000
340,경상남도창원시,시장,허성무,1798821,701391,3701,274380,1825454,806813,1402,273306
341,경상남도통영시,시장,강석주,299857,178600,8907,60704,299857,208330,8907,47939
342,경상남도하동군,군수,윤상기,276376,485040,14240,0,279978,814938,9150,0
343,경상남도함안군,군수,조근제,613143,225859,32606,622220,613143,177044,20922,454219
344,경상남도함양군,군수,서춘수,507000,64150,6419,3947,507000,117854,6419,20930
345,경상남도합천군,군수,문준희,290950,251082,19733,53830,300950,317570,18100,12000
346,경상북도,경제부지사,전우헌,4383700,6202257,281720,1071000,4199700,6159073,264810,1051000
347,경상북도,도지사,이철우,1218000,622913,19060,349027,1220600,576225,33300,437361
348,경상북도,행정부지사,윤종진,896000,542637,15000,0,896000,609336,13000,0
349,경상북도경북도립대학교,총장,정병윤,3073646,5892654,217000,165000,3038036,6714563,225200,151876
350,경상북도경산시,시장,최영조,605837,469599,1820,270000,336649,606257,1820,40000
351,경상북도경주시,시장,주낙영,2998004,677991,17500,32928,3161487,514418,5222,23271
352,경상북도고령군,군수,곽용환,133220,194565,27760,7639,139069,168511,68750,0
353,경상북도교육청,교육감,임종식,829000,214128,34000,1869049,988800,286982,34000,787000
354,경상북도구미시,시장,장세용,308161,256317,0,130596,318161,250055,16960,309342
355,경상북도군위군,군수,김영만,647417,182438,5550,260500,740976,214152,4689,155000
356,경상북도김천시,시장,김충섭,285059,429318,18174,300060,206702,400534,27573,258816
357,경상북도대구경북경제자유구역청,청장,이인선,1854627,3557046,13750,298240,1707462,3726586,44664,237500
358,경상북도문경시,시장,고윤환,1476213,380832,17040,161250,1520630,381192,14610,115750
359,경상북도봉화군,군수,엄태항,3488593,551904,182712,1079500,3488593,533663,182712,1079500
360,경상북도상주시,시장,황천모,194808,546659,33970,579006,194808,314615,33970,516004
361,경상북도성주군,군수,이병환,351486,260901,21895,118237,361482,246439,20850,116430
362,경상북도안동시,시장,권영세,607000,853958,7750,254202,615000,929019,6256,231999
363,경상북도영덕군,군수,이희진,789093,392124,37723,0,906946,400579,27932,0
364,경상북도영양군,군수,오도창,190000,117882,16669,38655,185000,118729,16669,5275
365,경상북도영주시,시장,장욱현,163000,352221,14340,28000,176000,426590,13934,28000
366,경상북도영천시,시장,최기문,770343,272606,6528,282991,770340,265662,6528,292003
367,경상북도예천군,군수,김학동,671795,3179014,19530,576096,624535,3268103,19530,588936
368,경상북도울릉군,군수,김병수,4798846,680636,75293,723266,4869210,1028206,106655,508268
369,경상북도울진군,군수,전찬걸,288217,114116,9207,70000,288217,136963,19827,35000
370,경상북도의성군,군수,김주수,735649,294645,1911,0,886028,228041,0,40000
371,경상북도의회,의원,고우현,192185,261564,4000,47045,204919,262953,2500,83887
372,경상북도의회,의원,곽경호,482795,511180,33330,39087,473295,443735,33330,65871
373,경상북도의회,의원,김대일,80000,201806,8926,0,170000,104961,8926,0
374,경상북도의회,의원,김득환,276314,104540,52800,164388,266314,100210,51700,120141
375,경상북도의회,의원,김명호,384110,59597,71460,120000,299529,62506,71460,120000
376,경상북도의회,의원,김봉교,2724774,747771,124090,1346273,2508457,728791,189910,1334033
377,경상북도의회,의원,김상조,848621,186723,19400,483100,803666,157038,8484,517582
378,경상북도의회,의원,김상헌,497264,91924,6000,251443,674310,49534,5560,353511
379,경상북도의회,의원,김성진,124000,280072,6692,1794,120000,316136,5635,0
380,경상북도의회,의원,김수문,15402915,3002759,72981,9111402,15317444,3622029,52500,8798427
381,경상북도의회,의원,김시환,2373614,25514,11608,2064058,1983614,39927,11608,2138282
382,경상북도의회,의원,김영선,616283,1978023,100000,24110,782339,2042575,100000,28494
383,경상북도의회,의원,김종영,146313,58274,27340,95841,136818,62467,13450,90841
384,경상북도의회,의원,김준열,635700,428414,8100,478427,309800,454313,13020,279265
385,경상북도의회,의원,김진욱,1610959,507949,93907,181753,1250024,419199,141502,65152
386,경상북도의회,의원,김하수,172171,50926,6500,143124,99771,42250,4974,83695
387,경상북도의회,의원,김희수,857104,984934,0,2500,945926,1003155,40909,189916
388,경상북도의회,의원,나기보,1518160,1347731,23260,200000,1541728,1332172,36280,200000
389,경상북도의회,의원,남영숙,1397284,1513858,0,175000,1273734,1419500,0,95000
390,경상북도의회,의원,남용대,0,33030,5500,5000,15000,10887,5500,22377
391,경상북도의회,의원,남진복,674541,131388,27000,580485,628122,146423,15000,538590
392,경상북도의회,의원,도기욱,470790,208927,27890,333410,470985,192925,40670,266119
393,경상북도의회,의원,박권현,1253927,268950,52785,49222,1413989,308473,59331,152985
394,경상북도의회,의원,박미경,626400,256568,302320,982900,512563,228520,311410,994181
395,경상북도의회,의원,박승직,229400,248307,42970,10226,151000,406633,26875,0
396,경상북도의회,의원,박영서,1814053,5916130,1759752,1107544,2077915,7278219,1735578,408446
397,경상북도의회,의원,박영환,856837,740079,22500,4469,844171,877656,18900,46429
398,경상북도의회,의원,박용선,606865,1616722,32614,787618,568616,1621729,37260,826220
399,경상북도의회,의원,박정현,1509142,331693,77840,896740,1580701,299479,62878,804000
400,경상북도의회,의원,박차양,501879,89262,118212,60000,497879,89827,118212,60000
401,경상북도의회,의원,박창석,863802,40901,16767,810000,881149,21668,42226,685066
402,경상북도의회,의원,박채아,20000,2287,0,99940,20000,13908,0,100000
403,경상북도의회,의원,박태춘,2917000,173826,126090,1575266,2932148,128104,93472,1401419
404,경상북도의회,의원,박판수,5107201,613161,18926,4275968,4926201,268670,18926,3779607
405,경상북도의회,의원,박현국,208655,179765,14640,97706,229489,187340,6400,68206
406,경상북도의회,의원,방유봉,63000,83321,0,167630,63000,94383,15780,172414
407,경상북도의회,의원,배진석,861268,447076,4600,100000,1865394,358888,10300,236805
408,경상북도의회,의원,배한철,256078,295693,0,3000,256078,315209,17000,3000
409,경상북도의회,의원,신효광,107464,432064,57396,162097,107464,453845,57396,152652
410,경상북도의회,의원,안희영,3627369,946138,131020,1508946,3709677,978063,125520,1237193
411,경상북도의회,의원,오세혁,790109,421321,29320,92000,818509,510640,21158,90000
412,경상북도의회,의원,윤승오,1086300,472815,57000,861177,1086300,171384,57000,586000
413,경상북도의회,의원,윤창욱,365856,278295,12900,0,305356,271475,47316,0
414,경상북도의회,의원,이선희,312000,450142,43300,198651,370000,487222,43300,294729
415,경상북도의회,의원,이수경,343144,444224,71000,98716,336859,389948,35395,85310
416,경상북도의회,의원,이재도,380906,238617,25000,529575,380906,268012,45000,293065
417,경상북도의회,의원,이종열,552125,217865,95000,267275,509093,140811,63731,291603
418,경상북도의회,의원,이춘우,1091140,161457,41155,814582,1091140,178499,41155,829490
419,경상북도의회,의원,이칠구,509071,223822,0,76771,509071,145411,0,190703
420,경상북도의회,의원,임무석,258414,192870,46699,279524,262906,190014,21452,246648
421,경상북도의회,의원,임미애,499651,519923,1225,143751,623011,630468,167771,83735
422,경상북도의회,의원,정세현,220000,97979,7040,276883,205000,97660,20982,253912
423,경상북도의회,의원,정영길,404488,188339,52112,485578,404488,215818,42115,474838
424,경상북도의회,의원,조주홍,1685816,828088,0,2211750,2130087,2111647,0,2204684
425,경상북도의회,의원,조현일,1977289,207851,42660,965279,2006244,424893,42660,1023460
426,경상북도의회,의원,최병준,1725686,209180,12727,1571005,1918624,126527,9933,1628086
427,경상북도의회,의원,한창화,973196,399634,11000,326380,981351,307355,10500,321600
428,경상북도의회,의원,홍정근,2168626,171901,30000,1658158,2025277,177341,29865,1656746
429,경상북도의회,의원,황병직,4564354,839978,54621,525600,4674019,758426,58490,515600
430,경상북도의회,의장,장경식,194510,460162,6000,0,224808,372486,5000,0
431,경상북도청도군,군수,이승율,72000,248886,18240,5996,73000,230158,16597,31930
432,경상북도청송군,군수,윤경희,278856,359830,19738,62547,283856,396838,30531,22882
433,경상북도칠곡군,군수,백선기,312501,359497,11068,95340,481024,346764,9150,217997
434,경상북도포항시,시장,이강덕,1963408,298383,41160,43337,2170043,410922,36890,140000
435,경찰청,경무인사기획관,이은정,206834,1143384,54500,97000,206834,1075380,52900,64000
436,경찰청,경비국장,김병구,615000,911014,6000,0,615000,967648,5000,0
437,경찰청,기획조정관,송민헌,1543605,250184,32980,280715,1523633,260435,32300,275967
438,경찰청,보안국장,이준섭,647343,535473,8810,70000,651748,581214,7360,51548
439,경찰청,수사국장,배용주,649645,266271,1500,260000,652645,306740,0,260000
440,경찰청,외사국장,박화진,927806,156034,8141,26589,3276856,145358,7000,1670883
441,경찰청,정보국장,장하연,1126590,437364,36420,284699,1126590,473588,23980,259498
442,경찰청,차장,임호선,1058243,383824,31880,231000,1561186,537022,30000,229753
443,경찰청,청장,민갑룡,436750,219805,7430,178388,487910,257920,6980,130110
444,경찰청,치안감,이재열,590000,1073511,56500,53776,759000,1032892,54500,53776
445,경찰청강원지방경찰청,청장,김원준,223000,647144,24400,0,232000,688879,23100,0
446,경찰청경기남부지방경찰청,차장,김재원,386610,198925,24900,152483,392045,197867,23000,164233
447,경찰청경기남부지방경찰청,청장,허경렬,1157843,193495,25370,306730,1188626,209418,25370,289730
448,경찰청경기북부지방경찰청,청장,최해영,1141876,372999,36000,20900,1141876,389754,34000,24360
449,경찰청경남지방경찰청,청장,김창룡,644000,132430,41000,418328,688000,331322,23941,700700
450,경찰청경북지방경찰청,청장,김기출,805200,337025,900,423586,805200,372221,900,427371
451,경찰청경찰대학,학장,이상정,1608460,327131,21800,1183640,1692604,248154,18000,1163740
452,경찰청경찰인재개발원,원장,박기호,2029455,452366,22000,935310,2256469,380063,26500,817582
453,경찰청광주지방경찰청,청장,김규현,595346,464655,993,0,695430,446672,8510,0
454,경찰청대구지방경찰청,청장,이철구,773000,304861,2182,558340,773000,297513,2182,563628
455,경찰청대전지방경찰청,청장,황운하,595000,388985,80,37710,595000,384698,70,0
456,경찰청도로교통공단,이사장,윤종기,264819,688596,30879,0,298864,741363,13500,0
457,경찰청부산지방경찰청,청장,이용표,1054050,1092330,7330,0,1085210,1188972,5980,0
458,경찰청서울지방경찰청,청장,원경환,995000,239813,16500,262398,1135000,276845,65856,382809
459,경찰청울산지방경찰청,청장,박건찬,1370600,256383,28400,1060433,1036700,246789,22000,633933
460,경찰청인천지방경찰청,청장,이상노,530069,364096,14240,49870,546069,419862,13000,53240
461,경찰청전남지방경찰청,청장,최관호,350000,564495,300,80121,384924,617231,300,156648
462,경찰청전북지방경찰청,청장,강인철,908000,553421,17920,640000,954000,619325,14900,640000
463,경찰청제주지방경찰청,청장,이상철,840000,320069,34000,53145,840000,374645,34000,45054
464,경찰청중앙경찰학교,학교장,정창배,369796,687189,27160,497194,314000,803287,20950,602590
465,경찰청충남지방경찰청,청장,박재진,411000,169562,14250,615369,411000,176740,11250,606197
466,경찰청충북지방경찰청,청장,남택화,1360545,341341,16000,794072,1474596,388912,15000,831108
467,고용노동부,기획조정실장,박화진,1466192,1008139,8430,1082179,1466192,1037592,7240,1127558
468,고용노동부,노동정책실장,안경덕,687674,190518,20256,261500,954706,163502,17756,339944
469,고용노동부,장관,이재갑,1150519,20489,24520,305773,1150519,20887,24520,303165
470,고용노동부,차관,임서정,213750,512566,6014,67554,1280000,585490,5420,773674
471,고용노동부(재)노사발전재단,사무총장,이정식,1027044,180305,0,531558,712701,167489,0,65000
472,고용노동부근로복지공단,이사장,심경우,976000,192915,7000,353000,476000,385640,4570,3000
473,고용노동부서울지방노동위원회,위원장,조병기,1182318,473575,16510,467000,1142562,616988,13390,467000
474,고용노동부중앙노동위원회,사무처장,이수영,932000,456072,14260,100000,1075000,452376,12180,100000
475,고용노동부중앙노동위원회,위원장,박준성,2470694,677627,263570,350000,2618348,518695,297770,190000
476,고용노동부학교법인한국폴리텍,이사장,이석행,534998,343311,86170,447321,543962,447771,85520,472813
477,고용노동부한국고용정보원,원장,이재흥,497000,387854,12630,0,552000,371254,12630,0
478,고용노동부한국사회적기업진흥원,원장,김인선,460000,892356,1790,0,490000,885792,1790,0
479,고용노동부한국산업안전보건공단,이사장,박두용,515363,244827,28210,180095,581323,228384,25370,160931
480,고용노동부한국산업인력공단,이사장,김동만,1294752,1567055,12080,255000,1374945,2063789,11940,255000
481,고용노동부한국장애인고용공단,이사장,조종란,838569,154371,6000,504290,944569,170667,5690,470778
482,공정거래위원회,부위원장,지철호,1819662,1032958,19170,0,1873141,1125380,18110,0
483,공정거래위원회,사무처장,채규하,3193438,599766,18500,1108471,3267795,627258,42198,1192893
484,공정거래위원회,상임위원,곽세붕,1447000,333434,4130,547400,1792000,286397,3320,398400
485,공정거래위원회,상임위원,박재규,1126540,78751,6000,1056938,1147540,91985,5000,1038889
486,공정거래위원회,위원장,김상조,1139950,1568193,31250,854815,1279401,1674272,23560,850000
487,공정거래위원회한국소비자원,원장,이희숙,1008000,834702,7480,300000,1008000,879213,7480,300000
488,과학기술정보방송통신위원회,수석전문위원,임재주,847190,194109,22300,561701,955650,228087,22040,654634
489,과학기술정보통신부,4차산업혁명위원회지원단장,최영해,996305,390484,27440,0,996305,451179,27440,0
490,과학기술정보통신부,과학기술혁신본부장,임대식,293000,403440,10690,77840,293000,422743,10690,77079
491,과학기술정보통신부,과학기술혁신조정관,오규택,883157,52612,18570,307836,956482,59903,16050,305140
492,과학기술정보통신부,연구개발정책실장,정병선,259000,94000,20000,43360,380200,106556,17020,127185
493,과학기술정보통신부,장관,유영민,1317689,1340999,94386,0,1481154,1335556,94386,0
494,과학기술정보통신부,정보통신정책실장,장석영,866073,233368,11650,167760,879847,287252,11150,175638
495,과학기술정보통신부,제1차관,문미옥,280685,2064301,2500,0,280685,2307550,2220,0
496,과학기술정보통신부,제2차관,민원기,2974103,2510838,35000,133392,2974103,2431968,35000,123392
497,과학기술정보통신부광주과학기술원,총장,문승현,688961,610780,13630,337431,690806,720813,11820,325057
498,과학기술정보통신부국가과학기술연구회,이사장,원광연,1360368,566646,39500,260000,1511898,809746,49450,333326
499,과학기술정보통신부국립대구과학관,관장,김주한,519651,845559,11700,97396,519651,887819,10760,84501
500,과학기술정보통신부국립중앙과학관,관장,배태민,755000,314348,39410,120000,793000,427461,62834,160000
501,과학기술정보통신부기초과학연구원,원장,김두철,2624809,3764801,30055,208644,3317503,3315104,27821,329669
502,과학기술정보통신부연구개발특구진흥재단,이사장,양성광,2625,1858713,20000,0,127750,1816882,16770,0
503,과학기술정보통신부우정사업본부,본부장,강성주,532630,629662,10190,370000,1018490,369841,9233,370000
504,과학기술정보통신부우체국물류지원단,이사장,김병수,496048,157064,500,609634,523057,165553,38220,522325
505,과학기술정보통신부울산과학기술원,총장,정무영,200000,1200281,32890,0,252000,1364236,28190,0
506,과학기술정보통신부한국건설기술연구원,원장,한승헌,1094964,413448,20000,620763,1209861,406549,20000,607529
507,과학기술정보통신부한국과학기술기획평가원,원장,김상선,905491,298784,2370,0,905491,267677,2370,0
508,과학기술정보통신부한국과학기술연구원,원장,이병권,1104000,381514,5500,523449,1424800,375991,4500,636606
509,과학기술정보통신부한국과학기술연합대학원대학교,총장,문길주,2232606,1297156,256996,638888,2521441,944547,279079,450000
510,과학기술정보통신부한국과학기술원,총장,신성철,2082560,1319427,110580,249775,2244617,1358209,109660,259823
511,과학기술정보통신부한국과학기술정보연구원,원장,최희윤,2313989,1985882,14200,1715000,1682202,1807179,13890,865000
512,과학기술정보통신부한국기계연구원,원장,박천홍,235000,792294,28940,0,235000,840532,21640,0
513,과학기술정보통신부한국기초과학지원연구원,원장,이광식,847279,532340,4530,0,530676,901368,3950,0
514,과학기술정보통신부한국방송통신전파진흥원,원장,서석진,729158,99664,65680,335692,733665,103038,52550,322056
515,과학기술정보통신부한국생명공학연구원,원장,김장성,930179,353779,6980,133232,910179,394615,6980,160503
516,과학기술정보통신부한국생산기술연구원,원장,이성일,773515,442735,14180,26146,780892,515429,12580,12752
517,과학기술정보통신부한국식품연구원,원장,박동준,1099660,880073,27000,430000,1149256,758671,27000,430000
518,과학기술정보통신부한국에너지기술연구원,원장,곽병성,1853698,3622775,177467,107031,1889470,3488731,254112,100600
519,과학기술정보통신부한국여성과학기술인지원센터,소장,한화진,536000,1478567,5930,21097,536000,1498728,5930,21097
520,과학기술정보통신부한국연구재단,이사장,노정혜,2853184,1348391,82430,858224,3585184,1473375,68660,1376319
521,과학기술정보통신부한국원자력의학원,원장,김미숙,430000,4738369,52500,200000,440000,4338107,47500,0
522,과학기술정보통신부한국인터넷진흥원,원장,김석환,215000,966737,37500,1982,345000,1060419,31300,0
523,과학기술정보통신부한국전기연구원,원장,최규하,856712,974466,62560,62176,811257,1117344,60630,48828
524,과학기술정보통신부한국전자통신연구원,원장,이상훈,1488867,3039708,9490,383823,1629868,2895289,8380,473104
525,과학기술정보통신부한국정보화진흥원,원장,문용식,6010366,10279330,23000,2841486,15490366,3836519,23000,7009997
526,과학기술정보통신부한국지질자원연구원,원장,김복철,425960,359305,41000,131040,395960,392583,44260,132105
527,과학기술정보통신부한국천문연구원,원장,이형목,924351,327882,21670,482295,1480125,329969,21469,512299
528,과학기술정보통신부한국철도기술연구원,원장,나희승,952566,427087,1000,0,1103615,451438,1000,105951
529,과학기술정보통신부한국표준과학연구원,원장,박상열,323336,360503,5900,24766,323352,404714,7360,16757
530,과학기술정보통신부한국한의학연구원,원장,김종열,903000,375900,8910,275083,907000,442035,57050,368956
531,과학기술정보통신부한국항공우주연구원,원장,임철호,511202,478801,57280,444217,511276,462356,49170,419015
532,과학기술정보통신부한국화학연구원,원장,김성수,840000,306255,3250,154046,915000,324223,3250,185170
533,관세청,차장,노석환,339000,816478,18000,250000,351000,848160,13000,240000
534,관세청,청장,김영문,1739000,201015,13000,1362482,880000,182492,11000,62204
535,관세청광주세관,세관장,주시경,970018,199210,3830,125856,1009212,204120,3830,87718
536,관세청대구세관,세관장,이명구,465000,250083,21750,49391,465000,270949,33530,62498
537,관세청부산세관,세관장,양승권,608268,470731,11500,79968,663782,493994,22800,118602
538,관세청서울세관,세관장,윤이근,1463300,528109,2000,867740,1465000,565317,1000,842740
539,관세청울산세관,세관장,김종호,647438,377872,20500,170000,616438,292293,20500,0
540,관세청평택세관,세관장,신현은,532000,377347,10850,473200,687000,573710,10500,682300
541,광주고등법원,법원장,최상열,10314211,2174900,563300,1685205,9149931,3554251,560400,1560205
542,광주고등법원,부장판사,남성민,1113059,313313,36020,10000,1113670,369733,31850,10000
543,광주고등법원,부장판사,이재권,1250553,1501025,11250,0,1498771,1577173,9620,0
